INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('1', '2', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '37', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '39', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '43', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '44', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '45', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '52', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '54', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '58', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '60', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '64', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '65', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '66', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '70', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '71', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '74', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '75', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '80', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '85', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '88', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '89', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '91', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '93', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '94', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('14', '97', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '6', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '9', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '12', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '18', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '19', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '20', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '23', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '26', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '29', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '31', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '32', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '37', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '43', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '47', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '50', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '55', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '57', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '59', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '60', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '61', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '64', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '66', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '86', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '88', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '89', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '94', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '96', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('15', '98', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '1', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '3', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '4', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '13', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '15', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '16', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '17', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '20', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '25', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '30', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '33', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '34', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '37', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '42', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '46', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '49', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '53', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '56', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '57', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '59', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '65', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '70', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '76', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '77', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '79', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '82', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '87', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '89', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '91', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '94', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '96', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '97', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('16', '98', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '7', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '12', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '16', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '20', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '21', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '22', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '24', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '25', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '31', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '32', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '35', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '42', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '43', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '45', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '50', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '53', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '56', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '57', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '68', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '74', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '75', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '84', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '91', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '93', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '94', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('17', '98', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '3', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '5', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '15', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '16', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '18', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '20', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '21', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '23', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '24', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '28', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '42', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '46', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '47', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '52', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '55', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '57', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '60', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '62', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '69', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '70', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '73', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '82', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('18', '87', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '8', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '11', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '13', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '16', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '18', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '25', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '38', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '39', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '40', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '41', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '43', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '46', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '47', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '50', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '63', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '64', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '65', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '67', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '69', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '73', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '74', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '76', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '79', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '84', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '85', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '86', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '93', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '95', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '98', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('19', '100', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '1', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '2', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '15', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '19', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '20', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '32', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '33', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '36', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '37', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '39', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '41', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '43', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '47', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '57', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '60', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '66', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '67', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '83', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '84', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('20', '87', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '5', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '6', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '10', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '11', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '12', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '15', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '18', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '22', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '24', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '27', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '29', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '30', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '36', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '37', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '43', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '46', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '62', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '63', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '69', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '73', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '74', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '84', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '90', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '93', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '94', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('21', '96', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '11', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '13', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '26', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '32', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '34', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '56', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '58', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '60', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '69', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '73', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '74', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '75', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '78', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '80', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '91', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '93', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '99', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('22', '100', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '10', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '11', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '14', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '20', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '23', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '24', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '34', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '38', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '39', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '40', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '43', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '45', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '47', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '50', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '51', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '53', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '55', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '56', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '67', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '69', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '70', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '74', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '76', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '77', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '78', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '81', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '84', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('23', '90', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '6', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '10', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '11', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '17', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '21', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '24', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '32', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '33', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '39', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '48', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '49', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '50', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '55', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '56', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '58', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '61', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '64', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '65', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '66', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '79', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '83', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '87', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '88', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '89', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '90', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '94', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('24', '97', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '7', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '15', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '21', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '24', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '26', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '30', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '31', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '34', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '36', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '42', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '51', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '52', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '57', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '60', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '61', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '67', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '73', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '74', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '75', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '78', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '80', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '86', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '87', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '88', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '95', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('25', '97', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '4', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '8', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '14', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '15', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '16', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '17', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '19', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '22', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '28', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '32', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '37', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '42', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '45', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '47', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '48', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '49', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '58', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '63', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '64', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '65', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '73', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '76', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '77', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '79', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '83', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '84', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '86', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '88', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '89', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '91', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '95', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('26', '97', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '11', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '14', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '17', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '24', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '26', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '27', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '28', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '31', '5');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '39', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '46', '1');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '49', '3');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '53', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '56', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '63', '2');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '73', '4');
INSERT INTO REVIEWS (user_id, song_id, value) VALUES ('27', '75', '5');
